PortNo,PortfolioName,PeriodEndDateType,PeriodEndDate,AccessionId,Report URL
901400,American Var Ins High Income,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
901370,American Var Ins US Govt/AAA-Rated Sec,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
901350,American Var Ins Cash Managemt,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
901410,American Var Ins International,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
901340,American Var Ins Series Bond,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
901360,American Var Ins Glbl Growth,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
916300,American Var Ins Glbl Small Cap,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
920840,American Var Ins New World,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
927340,American Var Ins Blue Ch I&G,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
768908,American Var Ins Glbl Gr&Inc,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
935397,American Var Ins Glbl Bond,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
935842,American Var Ins Intl Gr&Inc,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
936158,American Var Ins Glbl Bal,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
936159,American Var Ins Mortgage,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
936370,American Var Mngd Risk Asset Alloc,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
936452,American Var Mngd Risk Growth,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
936453,American Var Mngd Risk International,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
936454,American Var Mngd Risk BlueChip Inc&Gr,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
936455,American Var Mngd Risk Growth Income,ANNUAL,31.12.2014,5193115000225,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000225&SequenceNum=1
107150,Bond Fund of America,ANNUAL,31.12.2014,5193115000227,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000227&SequenceNum=1
113580,Dodge & Cox Stock,ANNUAL,31.12.2014,119312515065277,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515065277&SequenceNum=1
113580,Dodge & Cox Stock,ANNUAL,31.12.2014,119312515118255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515118255&SequenceNum=1
113580,Dodge & Cox Stock,ANNUAL,31.12.2014,119312515189918,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515189918&SequenceNum=1
113560,Dodge & Cox Balanced,ANNUAL,31.12.2014,119312515065277,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515065277&SequenceNum=1
113560,Dodge & Cox Balanced,ANNUAL,31.12.2014,119312515118255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515118255&SequenceNum=1
113560,Dodge & Cox Balanced,ANNUAL,31.12.2014,119312515189918,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515189918&SequenceNum=1
113570,Dodge & Cox Income Fund,ANNUAL,31.12.2014,119312515065277,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515065277&SequenceNum=1
113570,Dodge & Cox Income Fund,ANNUAL,31.12.2014,119312515118255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515118255&SequenceNum=1
113570,Dodge & Cox Income Fund,ANNUAL,31.12.2014,119312515189918,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515189918&SequenceNum=1
259790,Dodge & Cox Intl Stock,ANNUAL,31.12.2014,119312515065277,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515065277&SequenceNum=1
259790,Dodge & Cox Intl Stock,ANNUAL,31.12.2014,119312515118255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515118255&SequenceNum=1
259790,Dodge & Cox Intl Stock,ANNUAL,31.12.2014,119312515189918,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515189918&SequenceNum=1
771818,Dodge & Cox Global Stock,ANNUAL,31.12.2014,119312515065277,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515065277&SequenceNum=1
771818,Dodge & Cox Global Stock,ANNUAL,31.12.2014,119312515118255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515118255&SequenceNum=1
771818,Dodge & Cox Global Stock,ANNUAL,31.12.2014,119312515189918,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515189918&SequenceNum=1
113750,Dreyfus Appreciation,ANNUAL,31.12.2014,31847815000004,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=31847815000004&SequenceNum=1
114070,Dreyfus Fund,ANNUAL,31.12.2014,3014615000002,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=3014615000002&SequenceNum=1
122660,Dreyfus Mid Cap Grow,ANNUAL,31.12.2014,3840315000004,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=3840315000004&SequenceNum=1
107130,Dreyfus Instl Prefd Govt MM,ANNUAL,31.12.2014,142379915000012,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=142379915000012&SequenceNum=1
916840,Dreyfus Var Inv Core Value,ANNUAL,31.12.2014,105670715000001,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=105670715000001&SequenceNum=1
916880,Dreyfus Var Inv Midcap Stock,ANNUAL,31.12.2014,105670715000001,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=105670715000001&SequenceNum=1
921400,Dreyfus Var Inv Tech Growth,ANNUAL,31.12.2014,105670715000001,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=105670715000001&SequenceNum=1
929460,Dreyfus Var Inv SmCpStkIdx,ANNUAL,31.12.2014,105670715000001,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=105670715000001&SequenceNum=1
113720,Dreyfus 100% US Treas MM LP,ANNUAL,31.12.2014,77912815000003,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=77912815000003&SequenceNum=1
107100,Dreyfus Large Cap Eqty,ANNUAL,31.12.2014,88177315000009,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=88177315000009&SequenceNum=1
113710,Dreyfus US Treas Long LP,ANNUAL,31.12.2014,77912915000002,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=77912915000002&SequenceNum=1
917720,GS VIT Strategic Growth,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
917720,GS VIT Strategic Growth,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
917740,GS VIT SmCpEq Insights,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
917740,GS VIT SmCpEq Insights,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
917750,GS VIT US Eqty Insights,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
917750,GS VIT US Eqty Insights,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
915670,GS VIT Large Cap Value,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
915670,GS VIT Large Cap Value,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
915680,GS VIT Strtgc Intl Equity,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
915680,GS VIT Strtgc Intl Equity,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
917760,GS VIT Mid Cap Value,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
917760,GS VIT Mid Cap Value,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
935479,GS VIT Growth Opport,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
935479,GS VIT Growth Opport,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
935477,GS VIT Equity Index,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
935477,GS VIT Equity Index,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
935481,GS VIT CORE Fixed Income,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
935481,GS VIT CORE Fixed Income,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
935480,GS VIT Government Money Market,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
935480,GS VIT Government Money Market,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
935478,GS VIT High Quality Floating Rate,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
935478,GS VIT High Quality Floating Rate,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
936286,GS VIT Global Trends Allocation,ANNUAL,31.12.2014,119312515068970,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515068970&SequenceNum=1
936286,GS VIT Global Trends Allocation,ANNUAL,31.12.2014,119312515306966,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515306966&SequenceNum=1
129680,Investment Company of America,ANNUAL,31.12.2014,5193115000230,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=5193115000230&SequenceNum=1
219600,Morgan Stanley Latin Am Discov,ANNUAL,31.12.2014,110465915018043,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018043&SequenceNum=1
139230,Morgan Stanley Asia Pacific,ANNUAL,31.12.2014,110465915018019,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018019&SequenceNum=1
112320,Morgan Stanley CA TxFr Daily,ANNUAL,31.12.2014,110465915017988,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017988&SequenceNum=1
222180,Morgan Stanley Eastern Europe,ANNUAL,31.12.2014,110465915018039,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018039&SequenceNum=1
139280,Morgan Stanley Emerg Mkts Debt,ANNUAL,31.12.2014,110465915018040,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018040&SequenceNum=1
139300,Morgan Stanley Emerg Mkts,ANNUAL,31.12.2014,110465915018020,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018020&SequenceNum=1
112890,Morgan Stanley Glbl Infrastr,ANNUAL,31.12.2014,110465915017989,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017989&SequenceNum=1
139470,Morgan Stanley India Investmnt,ANNUAL,31.12.2014,110465915018042,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018042&SequenceNum=1
112670,Morgan Stanley NY Muni MM,ANNUAL,31.12.2014,110465915017990,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017990&SequenceNum=1
902320,Morgan Stanley Sel MM,ANNUAL,31.12.2014,110465915018000,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018000&SequenceNum=1
902260,Morgan Stanley Sel MidCp Gro,ANNUAL,31.12.2014,110465915018000,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018000&SequenceNum=1
112860,Morgan Stanley TxFr Daily,ANNUAL,31.12.2014,110465915017993,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017993&SequenceNum=1
112880,Morgan Stanley US Govt Sec Tr,ANNUAL,31.12.2014,110465915018010,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018010&SequenceNum=1
902440,Morgan Stanley VAR Money,ANNUAL,31.12.2014,110465915018235,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018235&SequenceNum=1
902460,Morgan Stanley VAR Inc Plus,ANNUAL,31.12.2014,110465915018235,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018235&SequenceNum=1
902400,Morgan Stanley VAR Euro Equity,ANNUAL,31.12.2014,110465915018235,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018235&SequenceNum=1
902390,Morgan Stanley VAR Multi Cap Gro,ANNUAL,31.12.2014,110465915018235,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018235&SequenceNum=1
919710,Morgan Stanley VAR Ltd Duratn,ANNUAL,31.12.2014,110465915018235,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018235&SequenceNum=1
139600,Morgan Stanley Thai,ANNUAL,31.12.2014,110465915018011,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915018011&SequenceNum=1
909310,M Stanley Univ Emerg Mkt Eqty,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
909320,M Stanley Univ Core+ Fixed Inc,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
915000,M Stanley Univ  Growth,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
909350,M Stanley UIF Glbl Strategist,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
909360,M Stanley Univ US Real Estate,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
909300,M Stanley Univ Emerg Mkt Debt,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
921250,M Stanley Univ Mid Cap Gro,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
932210,M Stanley Univ GlblFranchse,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
932220,M Stanley Univ Small Co Gro,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
935355,M Stanley Univ Global Real Est,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
902480,M Stanley UIF Glbl Infrastrctr,ANNUAL,31.12.2014,110465915017997,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017997&SequenceNum=1
237390,Vanguard Market Neutral,ANNUAL,31.12.2014,93247115005681,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005681&SequenceNum=1
913870,Vanguard Var Money Market,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
913850,Vanguard Var Total Bd Mkt Idx,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
913820,Vanguard Var Equity Index,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
913800,Vanguard Var Balanced,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
913810,Vanguard Var Equity Income,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
913830,Vanguard Var Growth,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
913860,Vanguard Var International Eq,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
913840,Vanguard Var High Yield,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
913880,Vanguard Var Small Co Growth,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
919070,Vanguard Var Mid Cap Index,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
919300,Vanguard Var Short Invst Grade,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
919290,Vanguard Var Diversified Value,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
919080,Vanguard Var REIT Index,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
931270,Vanguard Var Capital Growth,ANNUAL,31.12.2014,93247115005687,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=93247115005687&SequenceNum=1
232820,GS Balanced Strategy,ANNUAL,31.12.2014,119312515082244,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082244&SequenceNum=1
232820,GS Balanced Strategy,ANNUAL,31.12.2014,119312515082248,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082248&SequenceNum=1
232820,GS Balanced Strategy,ANNUAL,31.12.2014,119312515082251,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082251&SequenceNum=1
232820,GS Balanced Strategy,ANNUAL,31.12.2014,119312515082255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082255&SequenceNum=1
232810,GS Growth & Income Strategy,ANNUAL,31.12.2014,119312515082244,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082244&SequenceNum=1
232810,GS Growth & Income Strategy,ANNUAL,31.12.2014,119312515082248,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082248&SequenceNum=1
232810,GS Growth & Income Strategy,ANNUAL,31.12.2014,119312515082251,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082251&SequenceNum=1
232810,GS Growth & Income Strategy,ANNUAL,31.12.2014,119312515082255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082255&SequenceNum=1
232800,GS Growth Strategy,ANNUAL,31.12.2014,119312515082244,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082244&SequenceNum=1
232800,GS Growth Strategy,ANNUAL,31.12.2014,119312515082248,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082248&SequenceNum=1
232800,GS Growth Strategy,ANNUAL,31.12.2014,119312515082251,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082251&SequenceNum=1
232800,GS Growth Strategy,ANNUAL,31.12.2014,119312515082255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082255&SequenceNum=1
232780,GS Equity Growth Strategy,ANNUAL,31.12.2014,119312515082244,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082244&SequenceNum=1
232780,GS Equity Growth Strategy,ANNUAL,31.12.2014,119312515082248,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082248&SequenceNum=1
232780,GS Equity Growth Strategy,ANNUAL,31.12.2014,119312515082251,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082251&SequenceNum=1
232780,GS Equity Growth Strategy,ANNUAL,31.12.2014,119312515082255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082255&SequenceNum=1
236010,GS Real Estate Securities,ANNUAL,31.12.2014,119312515082244,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082244&SequenceNum=1
236010,GS Real Estate Securities,ANNUAL,31.12.2014,119312515082248,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082248&SequenceNum=1
236010,GS Real Estate Securities,ANNUAL,31.12.2014,119312515082251,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082251&SequenceNum=1
236010,GS Real Estate Securities,ANNUAL,31.12.2014,119312515082255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082255&SequenceNum=1
248810,GS US Tx Mngd Eqty,ANNUAL,31.12.2014,119312515082244,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082244&SequenceNum=1
248810,GS US Tx Mngd Eqty,ANNUAL,31.12.2014,119312515082248,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082248&SequenceNum=1
248810,GS US Tx Mngd Eqty,ANNUAL,31.12.2014,119312515082251,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082251&SequenceNum=1
248810,GS US Tx Mngd Eqty,ANNUAL,31.12.2014,119312515082255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082255&SequenceNum=1
768189,GS US Equity Div & Prem,ANNUAL,31.12.2014,119312515082244,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082244&SequenceNum=1
768189,GS US Equity Div & Prem,ANNUAL,31.12.2014,119312515082248,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082248&SequenceNum=1
768189,GS US Equity Div & Prem,ANNUAL,31.12.2014,119312515082251,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082251&SequenceNum=1
768189,GS US Equity Div & Prem,ANNUAL,31.12.2014,119312515082255,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082255&SequenceNum=1
777177,GS Multi Manager Alternatives,ANNUAL,31.12.2014,119312515082989,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=119312515082989&SequenceNum=1
139290,M Stanley IL Sml Co Growth,ANNUAL,31.12.2014,110465915017999,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017999&SequenceNum=1
139480,M Stanley IL Intl Equity,ANNUAL,31.12.2014,110465915017999,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017999&SequenceNum=1
139340,M Stanley IL Growth,ANNUAL,31.12.2014,110465915017999,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017999&SequenceNum=1
139320,M Stanley IL Emrg Mkts,ANNUAL,31.12.2014,110465915017999,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017999&SequenceNum=1
139190,M Stanley IL Active Intl Allocation,ANNUAL,31.12.2014,110465915017999,http://simfundfiling.com/Fundfiling/DocumentView/DocumentView.aspx?DocumentId=110465915017999&SequenceNum=1
